name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
Columbia Bank,7.58479059,2.786269064,0.802655966,1.291824199,73.87579448,19.68913593
First Farmers & Merchants State Bank,0.274118321,4.346351369,1.505525173,1.281954887,71.62261681,19.68911206
Town & Country Bank,0.313639634,4.712175041,2.861931568,3.362603849,67.81442373,19.68778355
Owen County State Bank,11.47486616,4.150177552,0.913293376,1.177876078,72.50248733,19.68595858
Crossroads Bank,6.160810884,3.093408167,1.287256439,0.885424735,73.47702313,19.68577812
The Farmers State Bank of Westmoreland,11.93344426,3.594293611,0.883962057,1.869672582,72.37271215,19.6801601
Civista Bank,8.763542754,4.049443442,1.353705278,0.877230502,72.43984298,19.68005555
VCC Bank,16.04936934,3.002751252,0.724632351,1.226811379,73.76468294,19.67971948
American Bank of Beaver Dam,-2.240046953,3.791763482,0.572596492,1.148392779,73.1983436,19.67777409
Security Savings Bank,6.257898683,2.874002985,0.574365491,0.978082387,74.2743922,19.67521077
FlatIrons Bank,5.257118647,3.841867155,1.057066829,1.142596344,72.65109656,19.67315672
Charles River Bank,8.187157114,3.295546973,0.241060405,0.650801471,74.50282901,19.67255946
State Bank of Chandler,11.02712419,3.894514643,1.052733729,1.935605703,71.80420805,19.67176553
First Federal Bank of Wisconsin,-3.834555356,3.423008922,0.49365428,1.010540639,73.75862467,19.67145713
1st Community Bank,3.892167295,3.410831838,0.438767434,0.994487082,73.83670311,19.67019737
LNB Community Bank,4.696618722,3.668935631,0.751717907,1.424144845,72.83574853,19.67013673
The Simsbury Bank & Trust Company,-0.176984175,3.437393018,0.94093413,1.094180683,73.20425813,19.66919149
Casey State Bank,9.338882109,3.824436757,1.1450359,1.243119662,72.45286542,19.66636443
Union Bank & Trust Company,-1.829275461,5.487630287,2.366349666,1.796707709,69.01165046,19.66558453
First Secure Community Bank,20.37206821,3.504240773,0.525514972,1.159520403,73.46413509,19.66335281
Anstaff Bank,7.807550169,3.794468088,1.306200159,1.135935113,72.4129524,19.66238894
Friends Bank,0.317968244,3.953001016,1.010526316,1.847111726,71.83651977,19.66178971
PeopleFirst Bank,-2.678276514,3.704732211,0.555897604,1.171604482,73.21231543,19.66113743
"Modern Bank, National Association",-9.503861807,2.489462421,0.506732105,1.186804283,74.45333457,19.65908334
"The Casey County Bank, Inc.",7.157305459,4.325672039,1.360800587,1.263544702,71.68403328,19.65851265
County Bank,-3.493540914,3.89765083,0.698368227,1.122101003,72.91566667,19.65844668
FirstCity Bank of Commerce,-1.893616332,3.39879014,-0.020069658,1.147951835,74.09394669,19.65515475
West Bank,13.21123691,3.149565431,1.409339881,1.041530668,73.01191959,19.65308889
First Merchants Bank,25.90568001,4.030219404,1.711863894,1.105696964,71.75317729,19.65023939
Southern Bancorp Bank,10.42663802,4.190128386,0.984283627,1.046977121,72.37383214,19.64880532
Mutual of Omaha Bank,5.677803692,3.704331285,1.054685388,0.937303569,72.89825508,19.64864383
Iroquois Federal Savings and Loan Association,3.471029241,2.904759473,0.516175481,1.259770302,73.91273835,19.6483609
"Concordia Bank of Concordia, Missouri",4.71270412,4.345193094,0.980109786,0.688515025,72.56796896,19.64544672
M1 Bank,188.6592372,5.080063502,1.686801525,0.701270252,71.11074892,19.64472105
Red River Bank,6.767607515,3.501317734,1.290584301,0.917227157,72.86624099,19.64384255
Rondout Savings Bank,4.34376322,3.275191911,0.485279481,1.074855494,73.73151832,19.6417113
Midwest Regional Bank,4.260087509,3.441305299,0.567473272,0.965765938,73.59092027,19.64136619
Farmers State Bank,4.368783474,4.372058128,0.75847672,0.879230644,72.5503698,19.64003382
The First National Bank and Trust Company of Broken Arrow,-2.702731059,4.425842733,1.06883356,1.572340671,71.49174807,19.63969126
The Gunnison Bank and Trust Company,25.53813366,4.987760699,1.633902682,1.379016812,70.54650632,19.63679663
Markesan State Bank,-13.31528775,3.166878763,-1.713206726,5.29006883,71.79318191,19.63423069
Ann Arbor State Bank,7.5381054,3.853965812,1.358315356,0.765378228,72.54344871,19.63027703
Bank of Weston,0.306877588,4.113236224,1.18318908,1.225839504,71.99334646,19.62890282
Carthage Federal Savings and Loan Association,7.787027774,3.151562356,1.106715333,0.52421527,73.73311065,19.6289009
United Pacific Bank,5.396837045,3.536135956,0.900578881,2.723497924,71.3484754,19.62717204
Lakeside Bank,17.00601727,4.002363423,0.486790546,1.453144206,72.54146591,19.62094102
Citizens National Bank of Albion,-1.498056759,3.30315972,1.120090513,1.282814229,72.77268711,19.61968789
FineMark National Bank & Trust,18.14730926,2.865185767,0.944259793,1.022761925,73.6447435,19.61923775
The Bennington State Bank,3.448765985,3.430763455,1.861724371,3.066139978,70.11738641,19.61900355
State Bank of Fairmont,4.627230256,3.87592247,1.390674953,1.788177592,71.41649716,19.61781804
Union Bank & Trust Company,-0.18274802,3.926733,1.468476902,0.894113375,72.17932917,19.61716311
"Guaranty Bank & Trust, N.A.",3.708980863,3.474038164,1.022773497,0.87340391,73.09125888,19.61536861
Opportunity Bank of Montana,21.98138535,4.381885158,0.84437854,1.048914085,72.18334129,19.61462977
The Missouri Bank II,7.246285172,3.710760245,1.263640512,2.358183475,71.12551375,19.6145245
American National Bank & Trust,22.60090639,3.566845591,1.100244769,1.110590822,72.6733965,19.61276942
Royal Bank,6.564023669,4.151779925,1.257127011,1.404715832,71.63408284,19.6119264
FNBC Bank,17.16656172,3.976669005,1.284452122,1.759190919,71.41685217,19.60929105
Union Federal Savings and Loan Association,1.381178155,3.667158748,0.577505506,0.825397405,73.36048412,19.60763644
"OceanFirst Bank, National Association",7.515806774,3.934439412,0.900550282,0.302453721,73.29139255,19.60720899
AccessBank Texas,14.21040587,3.784118779,0.641233121,1.312980671,72.68869893,19.60675788
First State Bank,6.589421511,3.888021001,1.423396949,1.317805867,71.77475455,19.60099459
Horizon Community Bank,19.45021088,4.527645923,0.762790847,1.376194878,71.72696303,19.59839867
"American Bank, National Association",0.568197161,3.650154569,0.989521552,1.238866446,72.50960872,19.59703782
National Bank of Commerce,3.805724397,4.043296216,1.737991984,1.221085374,71.38244016,19.59620343
Phoenixville Federal Bank and Trust,2.378255946,3.390129175,0.674070468,0.976812068,73.3395378,19.59513738
"Citizens National Bank, N.A.",8.13373813,4.061332183,1.149739916,1.174926225,71.9925955,19.59464846
International Bank of Chicago,5.964541429,3.921299631,1.946665846,1.48574303,71.0234893,19.59429945
The First State Bank,7.162696327,4.814901908,2.619557376,1.185889645,69.75178499,19.59303348
Waypoint Bank,-0.034110585,4.119964792,1.772900308,2.113733075,70.36309235,19.59242263
Beauregard FSB,1.060070671,5.213670767,2.233444622,1.883198407,69.03862556,19.59223484
Heritage Bank & Trust,9.906608847,4.172181905,1.135069174,1.742395794,71.3134115,19.59076459
The Farmers National Bank of Danville,6.828717222,3.946380835,1.083050205,1.14876824,72.18251271,19.590178
PEDESTAL BANK,2.183948951,4.68286591,1.571774023,1.357642251,70.74763861,19.5899802
First Exchange Bank of Alabama,0.206301854,3.830420366,0.432808147,1.075950004,73.00488297,19.58601537
Harwood State Bank,-0.91516811,3.498688632,0.618969175,0.967182497,73.24798342,19.58320593
Marion County State Bank,3.115034038,3.622629948,1.999311343,0.790790836,71.91782393,19.58263901
Bank of Wisconsin Dells,1.657098301,3.652128994,1.442379985,1.957452867,71.27385766,19.58145488
Bank of Cherokee County,15.05581161,4.374942313,0.543809064,1.182904598,72.22348332,19.58128482
BancorpSouth Bank,15.08720495,3.750734023,1.387078515,0.961504924,72.22525219,19.58114241
American State Bank,3.951908689,4.075340219,1.892354425,1.086315569,71.26275095,19.57919029
Paradise Bank,2.568508026,4.839456159,2.080429463,0.967755071,70.42660463,19.57856133
MutualBank,2.566699987,3.62413045,0.967808931,0.878027182,72.81901158,19.57224454
RiverHills Bank,7.759979315,4.619502804,1.40841397,1.786403768,70.46775345,19.5705185
FirstBank Puerto Rico,2.663960784,4.630402409,1.110128944,2.182554563,70.35619028,19.56981905
First Community  Bank of the Ozarks,0.742936368,4.10192937,1.380345595,1.231260557,71.56188746,19.56885575
Providence Bank,10.99294509,3.820269586,0.770754234,1.383786762,72.29616274,19.56774333
CUSB Bank,3.31649257,3.659408627,1.381961683,1.909977372,71.31762895,19.56724416
"Spencer Savings Bank, SLA",7.321981189,2.756929736,0.591297989,0.68301245,74.21389387,19.56128351
Chappell Hill Bank,16.35906918,4.298521529,0.279467303,2.572931612,71.07420717,19.5562819
First Security Bank - Canby.,-3.380268977,4.216524999,2.039586038,0.996789289,70.9721094,19.55625243
State Bank of Taunton,1.213355394,4.229378468,-0.039441648,1.466140508,72.56374358,19.55495523
State Bank of Industry,-6.007118737,3.41958217,1.273443398,0.562286965,72.95245049,19.55194076
Maple Bank,10.09756649,3.829487423,-0.134707222,2.062643239,72.44029232,19.54942894
The Bank of Bourbonnais,7.068593988,3.39589812,0.713970964,2.485323735,71.58878211,19.54599373
"Community First Bank, Inc.",11.44584709,3.858546961,0.546300894,1.293636278,72.48426004,19.54568604
First Bank,4.081832302,4.007572294,1.508844252,0.888519572,71.7675611,19.5431243
The Park National Bank,12.62763909,3.721797894,1.48067401,0.855917544,72.10943559,19.54195626
First Piedmont Federal Savings and Loan Association of Gaffney,2.709057102,4.246853824,1.505837661,0.658168848,71.74976758,19.54015698
The Citizens Bank,8.799191311,4.26499256,0.8368043,1.585057943,71.47256571,19.53985513
Carrollton Federal Bank,0.171708657,4.24717256,0.319518265,0.919422807,72.67022572,19.53908484
Iowa Savings Bank,-0.03530965,3.481304727,1.437128479,1.6912561,71.53888667,19.53714399
Stockmens Bank,1.783023109,3.740216764,0.98521234,0.826736823,72.58453526,19.5341753
The Bank of Romney,7.417457212,3.725744291,0.987514715,0.812315002,72.60049221,19.53151655
North Easton Savings Bank,105.2476105,3.026937099,0.491685621,0.427357687,74.17666552,19.53066148
Cornerstone Bank,9.181455158,3.95847656,1.176709043,1.589508592,71.39568161,19.53009395
"Sunrise Banks, National Association",0.879358984,4.643597322,1.182366184,1.298565164,70.99318109,19.52942744
Bank of the Prairie,-2.087899656,3.806276511,0.821281052,1.778156567,71.70623754,19.52798792
Abbeville Building & Loan (A State-Chartered Savings Bank),-2.618753183,3.777244022,0.64333698,1.271879804,72.41761839,19.5275198
St. Johns Bank and Trust Company,2.404323101,3.846092786,0.577693719,1.263567996,72.41543126,19.52569644
Community First Bank,-5.830780036,4.5221771,0.847521261,1.399675685,71.33077618,19.52503756
First International Bank & Trust,12.60809917,4.371720308,1.517173648,1.015117824,71.15943413,19.51586148
Community First Bank,3.274423503,3.976982711,1.372661376,1.107352097,71.60129093,19.51457178
Texas National Bank,13.45489215,5.208026667,1.860294225,1.449804404,69.53725382,19.51384478
PEOPLES BANK OF MIDDLE TENNESSEE,3.392990056,4.259679601,1.301215658,1.831477945,70.66203539,19.51360215
The Goose River Bank,-0.65037544,4.172741691,1.293578614,1.091640333,71.49561433,19.51339374
First United Bank and Trust Company,16.18636801,4.320010719,1.477545893,0.777544898,71.47764166,19.51318579
Bank Northwest,0.084477429,4.32625034,2.05433668,0.725037434,70.94414478,19.51244231
The Bank of Hemet,-0.624924327,4.185820239,2.506862446,1.298963156,70.04545905,19.50927622
Premier Bank,7.239786161,3.110995978,1.085969167,0.903110715,72.92740963,19.50687137
First Savanna Savings Bank,-3.675631622,4.430708256,0.634748206,0.570916825,72.38793806,19.50607784
Decatur County Bank,16.12622282,4.91503734,0.658149379,0.751421856,71.69223731,19.50421147
"Washington Federal, National Association",3.731613996,3.323093196,1.293082742,1.113589162,72.28625493,19.50400501
The First National Bank of Eagle Lake,11.0929665,4.764531826,0.955469661,1.228583059,71.06545374,19.50350957
HomeTown  Bank,13.91395167,4.484752891,1.135772937,1.644943256,70.73602367,19.50037319
JD Bank,2.84810463,4.419383136,1.181132904,1.029287935,71.36373784,19.49838545
The North Side Bank and Trust Company,14.58118387,3.444473536,1.404454842,1.233709359,71.90077348,19.4958528
MidWestOne Bank,42.29541808,3.642778149,1.039788674,1.314879562,71.98579723,19.4958109
Jackson County Bank,6.638204129,3.279634655,0.777304779,0.862573527,73.04576108,19.49131851
Bank of Pontiac,0.191205616,3.725690022,1.179737615,1.040477503,72.00986105,19.48894155
America's Community Bank,11.94977578,3.344777904,0.231586597,1.269502859,73.09775785,19.4859063
CrossFirst Bank,25.35657315,3.294762467,0.57039274,1.225759814,72.85165253,19.48564189
The Bank of Waynesboro,4.243592446,4.80459641,1.417685088,1.464127606,70.25329037,19.48492487
"People's United Bank, National Association",18.07802762,3.178308877,1.055096951,0.737765727,72.95514957,19.48158028
Peoples State Bank,7.429684315,3.604571089,1.246073571,0.976684002,72.09475067,19.48051983
The Citizens Bank Company,6.100620442,4.379989741,1.220536792,1.82479386,70.49155911,19.47921988
Cambridge Trust Company,42.88260504,3.360180737,1.258462759,1.109395976,72.18277639,19.47770397
Apple Bank for Savings,10.89258199,2.527555135,0.691759426,0.281597,74.40158013,19.47562292
First Southern National Bank,5.298167048,4.48067622,1.146213395,1.275911342,70.98980833,19.47315232
Santa Cruz County Bank,8.719722663,4.660558418,1.698392071,2.044459521,69.48796427,19.47284357
"NBT Bank, National Association",1.285968543,3.634751539,1.163607865,1.056324183,72.01461858,19.46732554
The Murray Bank,3.905337261,3.213667429,1.331323939,1.349039431,71.97430393,19.46708368
Commercial Bank,-1.323444312,3.076097952,0.97858367,0.69897093,73.1136916,19.46683604
Amory Federal Savings and Loan Association,0.381439099,2.631700772,0.061864166,0.786999687,74.3855621,19.46653168
Manufacturers Bank & Trust Company,5.128227827,3.702229417,1.589855725,1.60926689,70.9565669,19.46447973
Iowa State Savings Bank,3.432634731,3.685786996,0.57563667,1.297223642,72.29091816,19.46239137
OSB Community Bank,3.938352724,3.750525699,-0.03153755,1.266132985,72.86153475,19.46166397
Midland States Bank,-0.051699469,3.704127874,0.675102419,0.46834949,72.98980042,19.45934505
American Heritage National Bank,3.052055921,3.722969167,1.334193024,1.416764588,71.36011006,19.45850921
Sandhills Bank,11.88364101,3.946451973,0.507558561,1.012159978,72.35161147,19.4544455
Calwest Bank,16.92878829,4.036467148,1.007226298,1.780597772,70.97472067,19.44975297
Grapeland State Bank,201.5014306,4.660987645,0.510048831,0.978473581,71.64390431,19.44835359
First Pryority Bank,20.87108787,4.026772487,1.146784552,2.724381714,69.88792075,19.44646488
INLAND BANK & TRUST,-0.461807177,3.457602472,0.90488312,1.484058411,71.93865955,19.44630089
Carolina Bank & Trust Co.,3.408621846,3.904678973,1.536062584,1.336479866,71.00725797,19.44611985
1st National Bank,5.331322868,3.342956453,0.33739867,0.831838794,73.25183769,19.4410079
Willamette Community Bank,10.37279687,4.573892894,0.401034092,1.257731756,71.50578601,19.43461119
United Bank of Philadelphia,-8.297104801,4.787381158,-0.911363267,0.506850003,73.35491629,19.43444605
Stockman Bank of Montana,7.456250063,3.954053255,1.877164385,1.92891946,69.97175733,19.43297361
First National Bank,2.794489121,5.447229821,1.706900744,1.073401188,69.50345955,19.43274783
Apollo Bank,9.169904772,3.943937443,1.135929722,1.013557877,71.62893507,19.43059003
Fifth District Savings Bank,1.505932497,3.003775506,0.65126435,0.728741122,73.33522146,19.42975061
The Farmers National Bank of Scottsville,0.835290104,4.050958362,1.332457542,1.067694983,71.26096293,19.42801845
The Bank of Baker,5.047165948,4.637732223,2.642364337,1.599753065,68.83101412,19.42771594
The Peoples Bank of Georgia,-0.796533023,5.433422492,0.951780762,0.711501472,70.61180515,19.42712747
Seaside National Bank & Trust,-1.379602214,2.971977442,0.979655206,0.982160145,72.77403007,19.42695572
Woodlands Bank,4.904629458,3.754661369,1.175234462,1.317914418,71.45732122,19.42628287
First Savings Bank,18.33116153,4.025002207,0.974289857,1.250176001,71.45239867,19.42546668
City National Bank of West Virginia,12.22882625,3.543306231,1.86358452,0.51853432,71.77595654,19.4253454
Champlain National Bank,10.14785979,4.091645374,0.91270961,1.51258684,71.17241419,19.422339
First Heritage Bank,-1.471447813,4.183493453,1.081577429,1.446922643,70.97003736,19.42050772
Marathon  Bank,-2.071751416,3.345061447,0.41588824,1.384615385,72.53564215,19.42030181
Bank of Sunset and Trust Company,8.844081094,3.996920108,0.96815369,1.014293234,71.69850057,19.4194669
Legacy Bank,-1.221855085,4.707344171,0.931111553,1.502654317,70.5296074,19.41767936
First Central State Bank,38.96080023,3.375228848,1.301105918,1.181141091,71.81211481,19.41739767
SunTrust Bank,7.734822291,3.319674791,1.401825212,1.086535476,71.85550258,19.41588451
The Bank of Landisburg,1.648457681,3.638041761,1.295334533,1.292435834,71.41725379,19.41076648
Community First Banking Company,7.426049511,3.892008555,1.452496266,1.323781831,70.96316003,19.40786167
Peoples Bank,11.18342861,4.318326575,1.312826362,0.798387751,71.18017069,19.40242784
First Bank and Trust of Memphis,-1.718555853,3.399340274,1.402429734,1.49654272,71.30256733,19.40022001
Homestead Savings Bank,-1.165039672,4.20525468,0.196672697,0.853630539,72.34515633,19.40017856
Bank of Walker County,2.365860954,3.998992883,0.586712014,0.827950675,72.16801743,19.39541825
South Central State Bank,-0.355633932,3.480229053,1.216134281,0.963367739,71.91153239,19.39281587
Citizens Bank and Trust Company,11.53668922,3.388356499,0.727948876,1.285492657,72.16792927,19.39243183
Heartland Bank and Trust Company,-0.527064843,4.341646291,2.33444245,0.987130407,69.90340439,19.39165588
The Croghan Colonial Bank,7.692883096,4.287955129,1.397107294,0.936672706,70.94119912,19.39073356
First Sound Bank,-15.86830418,3.382546866,0.228547356,1.430082027,72.52031783,19.39037352
Happy State Bank,7.297859552,4.261872191,1.08234109,1.228030718,70.98733121,19.3898938
First United Bank & Trust,7.102777838,3.777330092,0.883334949,1.070783976,71.82279127,19.38856007
Iowa State Bank,-0.688971515,3.990138116,1.12666508,1.151827975,71.2645453,19.38329412
Oklahoma Heritage Bank,12.14558985,4.43722754,0.252929964,1.456117502,71.37859651,19.38121788
Plumas Bank,15.28997946,4.754199877,1.907146972,1.261135796,69.59584916,19.37958295
"GNBank, National Association",14.52106213,4.105203684,1.239720709,1.632628619,70.5395755,19.37928213
Five Points Bank,11.94660815,3.455933517,1.782177003,1.274487185,71.00390772,19.37912636
Midwest BankCentre,5.132873044,3.081560017,0.749002104,1.098389025,72.58553697,19.37862203
Albany Bank and Trust Company National Association,4.270324016,3.513615631,0.995473301,1.140046391,71.86533685,19.37861804
The Pittsfield Co-operative Bank,4.142873283,3.553005755,0.803860193,0.819341959,72.32822764,19.37610889
Farmers State Bank of Hartland,14.99579894,4.220401188,1.740846752,1.139715867,70.3938331,19.37369923
First Northern Bank of Wyoming,6.650390091,4.410206857,1.196947769,1.77428972,70.11235438,19.37344968
The Citizens National Bank of Meridian,4.992322267,3.660421853,1.909865211,1.263495569,70.65735322,19.37278396
HNB First Bank,7.821794363,3.885612416,1.525609313,1.12234301,70.95748609,19.37276271
Farmers and Merchants State Bank of Pierz,-0.430936213,4.427499106,1.981196103,1.133124783,69.93415259,19.36899315
Portage Community Bank,7.97386375,3.482282225,0.989036971,1.238080912,71.76507738,19.36861937
Commerce West Bank,7.672461724,3.529758816,0.912508283,1.072226081,71.9433558,19.36446225
Farmers and Merchants State Bank of Springfield,2.647860289,4.067259612,0.631354327,1.226020994,71.52221975,19.36171367
"Limestone Bank, Inc.",7.625645275,3.725461888,1.01803483,1.140477986,71.53267021,19.35416123
BMW Bank of North America,4.005899894,2.725888908,1.852383209,0.439932511,72.38028279,19.34962185
The Western State Bank,6.853641054,4.246752206,2.077184624,2.828044338,68.2366439,19.34715627
United Southern Bank,-1.754464888,4.146171633,1.046708787,1.767068273,70.42332089,19.3458174
Merchants & Planters' Bank,-0.169009239,4.158493,0.900992978,0.725362811,71.59336078,19.34455239
Timberline Bank,5.526310378,4.647860167,0.921532693,1.311774302,70.49207296,19.34331003
Reliance Savings Bank,7.321537289,3.13168725,0.526700639,1.261157501,72.4456147,19.34129002
Nicolet National Bank,3.239659795,4.092226925,1.35186414,0.603312367,71.31306205,19.34011637
Bank of Newman Grove,2.893518519,3.200092194,0.448696283,1.119870629,72.584283,19.33823553
Farmers Savings Bank,5.938446039,3.410881014,1.299032548,2.413329452,70.22198726,19.33630757
First State Bank of Purdy,-7.226238823,4.499754741,1.362039358,0.837622278,70.64340478,19.33570529
Radius Bank,4.809840115,3.341731695,1.01482949,0.733561501,72.25186775,19.33549761
"The Riley State Bank of Riley, Kansas",5.351899324,3.61875524,1.212448619,2.240306056,70.27033326,19.33546079
Citizens Bank of Newburg,-1.870713498,3.571370677,0.688130079,1.141167293,71.93731724,19.33449632
First National Bank and Trust,3.00138115,4.414566274,1.42892714,2.084201191,69.40610563,19.33345006
"The Farmers State Bank of Aliceville, Kansas",-2.403089302,3.375642118,1.352405651,1.415353652,71.18042007,19.33095537
Taylor County Bank,0.731534563,4.605588438,2.085625039,0.915576601,69.70550477,19.32807371
Dime Bank,3.424383258,3.061629612,0.737507755,1.001003577,72.49822745,19.3245921
First-Lockhart National Bank,2.83591637,3.725448917,0.959435667,1.510001036,71.10028767,19.32379332
The First National Bank of Carmi,3.316386235,4.010650182,0.905379925,1.193002343,71.18329258,19.32308126
People's Bank of Commerce,8.136252058,4.502195687,1.04586807,1.123964879,70.61314615,19.3212937
United Texas Bank,31.44207412,2.687795364,0.894974351,0.681370607,73.01224347,19.31909595
Reliant Bank,10.51603674,3.937940823,1.184690318,0.886446516,71.26571486,19.31869813
Republic Bank of Chicago,1.678205742,3.962446375,-0.303235616,1.451361615,72.16420089,19.31869332
First Northern Bank and Trust Company,0.327370006,3.522344067,0.670816704,0.923054471,72.15341221,19.31740686
"CenTrust Bank, National Association",1.911178776,4.483143539,0.470980674,1.281979133,71.02782547,19.3159822
New Mexico Bank & Trust,9.725327982,4.252061708,1.892838472,0.855989518,70.24443352,19.3113308
Utah Independent Bank,0.572549115,5.446052138,3.308638404,1.538132878,66.94830111,19.31028113
The Bank of Fincastle,9.620033349,3.917401732,0.429466934,2.072432823,70.81972551,19.30975675
Northrim Bank,7.488024857,4.731628873,1.441214469,1.93572315,69.11234148,19.30522699
Grinnell State Bank,3.122957767,3.624693142,0.864875018,1.085422287,71.64265055,19.30441025
First State Bank of Sauk Centre,2.103147412,3.729383106,1.675615213,0.99759861,70.81174912,19.30358651
"Classic Bank, National Association",12.75681242,3.508245986,0.856472936,1.450918702,71.39349028,19.30228198
First Bank of the Lake,41.02143774,4.406309852,2.07418992,1.084817964,69.63770602,19.30075594
"The Farmers Bank, Frankfort, Indiana",7.127065606,4.065222655,1.438676213,1.08467095,70.61412744,19.30067431
Bank of Locust Grove,24.88947008,6.360656303,1.651083169,2.494423961,66.69468834,19.30021294
"Bank of Hillsboro, National Association",8.367912935,3.525994558,0.971906535,1.747012019,70.9414165,19.2965824
Pinnacle Bank,12.2799144,3.733995912,1.562490841,0.456461708,71.43170776,19.29616406
Busey Bank,-0.553095132,3.512019174,1.320693934,0.93235062,71.41797244,19.29575904
Bank of Prague,6.152957319,4.478672056,1.877300846,1.642879146,69.17743916,19.2940728
The First National Bank of Fort Smith,5.383257314,4.272807712,2.023027527,1.465281931,69.40000077,19.29027949
"The Farmers State Bank of Oakley, Kansas",-0.258984391,3.639798385,1.826185392,1.114871785,70.58020858,19.29026604
"Sunflower Bank, National Association",7.64660809,3.906900064,0.699260495,0.883136072,71.66698928,19.28907148
AIMBank,13.24085889,4.069606622,1.184285163,1.148347785,70.75283877,19.28876959
Lake Area Bank,8.495894228,3.711374043,1.541517725,0.948104212,70.95117306,19.28804226
Citizens Community Bank,1.763030031,3.504689712,0.756072608,1.543039492,71.34368841,19.28687256
Lake City Federal Bank,-3.297547083,3.455774408,0.608700479,2.184381862,70.89307403,19.28548269
State Street Bank and Trust Company,2.718799498,3.718527237,1.39987037,0.787798375,71.20013551,19.27658287
Northwest Community Bank,5.057402209,3.040448077,0.652881177,0.962089266,72.4464347,19.27546331
Jonah Bank of Wyoming,0.892402066,4.289245755,1.535689082,1.501950364,69.75785413,19.27118483
Metz Banking Company,3.679859134,4.064273873,1.793739954,1.045525964,70.17732106,19.27021521
"FNB Bank, Inc.",5.932650691,3.789818278,1.000709837,1.421397316,70.86878497,19.2701776
The First National Bank and Trust Company,-0.131759608,3.599321262,0.877149146,1.139526803,71.46251377,19.26962775
Franklin Savings Bank,7.096800639,3.398249798,0.633709962,0.70567778,72.32788834,19.26638147
Tennessee State Bank,4.136159785,4.049377607,1.035092434,1.031474546,70.94352071,19.26486632
Commerce Bank,10.47603025,4.268656646,2.07149935,2.152209079,68.55774169,19.26252669
Mechanics Bank,5.300627208,3.924990521,0.955698348,1.265624216,70.89926826,19.26139534
Peoples State Bank of Plainview,6.901088069,3.773706938,1.350379421,1.043293228,70.87614209,19.26088042
Timberwood Bank,8.132525025,3.700477093,1.427743174,1.9005097,70.0070492,19.25894479
"Citizens Bank of Cumberland County, Inc.",2.23947889,5.213561563,1.981499936,1.640426317,68.18836386,19.25596292
Exchange Bank of Northeast Missouri,3.933618496,4.152847943,1.246573837,1.096699457,70.49718447,19.24832643
AmeriFirst Bank,3.63821411,3.824280438,0.410704596,1.520656812,71.23484543,19.24762182
Peoples Bank of East Tennessee,5.910196202,4.704933515,1.043213879,0.941218024,70.28010321,19.24236716
Community Savings Bank,-0.205779619,3.538795992,0.125466632,0.647924734,72.65535039,19.24188444
Nelsonville Home and Savings,4.847967202,3.66632178,0.972376071,1.000569044,71.32558934,19.24121406
"Mercantil Bank, National Association",-6.759344011,2.834840174,0.69680093,1.127907991,72.28813892,19.236922
Peoples Bank & Trust Company,0.300177514,4.524544021,1.172825275,1.328623102,69.91543172,19.23535603
North Valley Bank,-2.198976436,4.021359618,0.901706581,1.012100779,71.00228709,19.23436352
NBH Bank,7.316067731,3.985060945,1.197418481,0.848332977,70.89366105,19.23111836
Compass Bank,3.211738553,3.292292066,0.843390298,1.356549661,71.4321279,19.23108998
CentreBank,1.253318358,4.664496534,1.591954847,1.866011287,68.79849908,19.23024044
Pacific Western Bank,7.816617347,5.08476607,1.952232381,0.823722043,69.04811528,19.22720894
Herring Bank,5.106307143,4.393299005,0.883541672,1.149413947,70.48209299,19.2270869
Mountain Valley Bank,21.44703376,4.326208941,1.036701923,1.540571528,70.00067069,19.22603827
Community Bank of Trenton,4.378426434,3.275429994,1.040226942,1.383686524,71.1932632,19.22315167
Rosedale Federal Savings and Loan Association,2.036084088,3.171242574,0.722708725,0.778511394,72.21242939,19.22122302
Commercial Bank of California,10.90319674,4.340605547,0.923908609,1.539249011,70.08051031,19.22106837
Mizuho Bank (USA),10.2775768,1.824803721,0.905988462,0.024028046,74.12583501,19.22016381
Bank Leumi USA,-4.791335223,3.53665281,0.994659052,1.055487024,71.28031974,19.21677966
Old Second National Bank,0.506438743,4.180299241,1.636131407,1.051657334,69.99890298,19.21674774
Horizon Bank,25.44899655,3.766111707,1.375109746,0.6014126,71.11341475,19.2140122
Columbia Bank,0.637873247,3.713927182,0.511562233,1.399419608,71.2164472,19.21033906
Virginia Bank and Trust Company,14.02285473,4.25755655,0.901898397,0.863796957,70.80537431,19.20715655
Ipava State Bank,10.67250781,4.095206819,1.556240911,1.254950142,69.91890758,19.20632636
Bank of Bennington,16.42041237,4.475974775,-0.036474265,1.362482401,71.02181566,19.20594964
The Bank of Herrin,-0.284751649,4.043337064,1.436576754,1.046116586,70.2950266,19.20526425
Monroe Federal Savings and Loan Association,7.530477041,3.475686474,0.407863265,0.832607361,72.10442151,19.20514465
Security Federal Savings Bank of McMinnville,5.957245996,3.629096685,1.061070272,1.021209741,71.10747855,19.20471381
Community Bankers' Bank,7.425357186,2.742257931,0.136531952,1.862476095,72.06618635,19.20186308
Georgia Primary Bank,18.03991083,4.062004276,0.593531236,1.468429881,70.68084764,19.20120326
Park Bank,7.151608855,3.5956988,1.669330853,1.507830351,70.02388,19.199185
